id,first_name,last_name,email,gender,Hobbies & Interests,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,Economics Score,geography_score,Computer Science Score,analytical thinking score,logical reasoning score,Psychology Score,preferred learning method,Recommended Stream
485,Maria,Nguyen,maria.nguyen.485@gslingacademy.com,female,Public Speaking & Debating,FALSE,3,TRUE,26,Accountant,84,83,80,91,88,61,58,61,47,28,43,50,Visual,Medical
486,Selena,Castro,selena.castro.486@gslingacademy.com,female,Writing & Blogging,TRUE,5,FALSE,2,Business Owner,56,96,65,61,78,77,63,95,85,78,30,95,Reading/Writing,Arts
487,Whitney,Miller,whitney.miller.487@gslingacademy.com,female,Photography,FALSE,3,FALSE,21,Unknown,97,89,94,91,95,70,20,75,63,74,14,79,Visual,Medical
488,Brenda,Mooney,brenda.mooney.488@gslingacademy.com,female,Sports,FALSE,10,FALSE,5,Business Owner,67,60,97,53,93,78,73,81,97,15,39,83,Auditory,Technology
489,Angela,Allen,angela.allen.489@gslingacademy.com,female,Writing & Blogging,TRUE,10,FALSE,5,Business Owner,97,93,64,74,94,74,15,76,46,99,76,17,Visual,Arts
490,Erica,Cohen,erica.cohen.490@gslingacademy.com,female,Traveling,FALSE,5,FALSE,0,Business Owner,100,67,50,78,73,90,45,91,21,66,17,66,Auditory,Arts
491,Kelly,Sanders,kelly.sanders.491@gslingacademy.com,female,Sports,FALSE,5,TRUE,10,Teacher,83,61,76,75,62,79,61,94,92,57,79,61,Kinesthetic,Technology
492,Michael,Clark,michael.clark.492@gslingacademy.com,male,Traveling,FALSE,5,FALSE,2,Artist,85,63,83,83,69,94,72,80,86,85,83,50,Reading/Writing,Technology
493,Tammy,Fields,tammy.fields.493@gslingacademy.com,female,Dance,FALSE,5,TRUE,24,Banker,100,96,97,64,76,77,16,61,12,17,17,50,Auditory,Arts
494,Steven,Pennington,steven.pennington.494@gslingacademy.com,male,Painting & Drawing,FALSE,4,FALSE,46,Doctor,92,98,99,86,100,86,89,87,68,13,52,55,Kinesthetic,Medical
495,Matthew,Chavez,matthew.chavez.495@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,3,FALSE,31,Writer,88,98,65,68,99,94,99,79,13,95,57,59,Visual,Arts
496,Stephen,Gallagher,stephen.gallagher.496@gslingacademy.com,male,Reading Books,FALSE,1,FALSE,33,Lawyer,95,82,62,76,64,91,60,79,43,95,62,15,Reading/Writing,Arts
497,Victoria,Anderson,victoria.anderson.497@gslingacademy.com,female,Reading Books,FALSE,5,FALSE,26,Stock Investor,76,81,84,80,80,84,89,70,35,49,76,68,Visual,Medical
498,Thomas,Schroeder,thomas.schroeder.498@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,2,FALSE,19,Accountant,79,93,72,97,69,78,46,87,43,73,49,63,Visual,Arts
499,Mark,Sanchez,mark.sanchez.499@gslingacademy.com,male,Traveling,FALSE,3,FALSE,25,Software Engineer,93,70,84,68,71,85,46,70,98,81,57,31,Auditory,Technology
500,Katelyn,Moses,katelyn.moses.500@gslingacademy.com,female,Painting & Drawing,FALSE,3,FALSE,24,Accountant,79,96,78,90,94,76,70,88,37,47,57,50,Kinesthetic,Medical
501,Corey,Davis,corey.davis.501@gslingacademy.com,male,Public Speaking & Debating,FALSE,1,FALSE,21,Stock Investor,98,99,72,100,94,77,17,84,46,56,56,20,Visual,Medical
502,Susan,Klein,susan.klein.502@gslingacademy.com,female,Photography,TRUE,8,TRUE,0,Business Owner,93,99,81,67,87,76,74,60,58,40,80,55,Visual,Technology
503,John,Martinez,john.martinez.503@gslingacademy.com,male,Coding & Programming,FALSE,4,FALSE,30,Banker,91,79,78,95,86,89,93,100,82,62,21,46,Auditory,Medical
504,Kendra,Robertson,kendra.robertson.504@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,4,FALSE,32,Software Engineer,86,99,77,61,72,92,52,70,14,29,16,15,Kinesthetic,Arts
505,Tamara,Olson,tamara.olson.505@gslingacademy.com,female,Traveling,FALSE,8,FALSE,15,Unknown,81,80,85,93,68,75,79,90,77,74,44,50,Visual,Technology
506,Sara,Frazier,sara.frazier.506@gslingacademy.com,female,Music,FALSE,6,FALSE,15,Government Officer,97,94,94,83,91,65,11,96,49,90,41,28,Reading/Writing,Arts
507,Morgan,Moore,morgan.moore.507@gslingacademy.com,female,Traveling,FALSE,3,TRUE,4,Game Developer,90,95,89,93,92,99,12,88,70,77,30,79,Auditory,Medical
508,Eric,Snyder,eric.snyder.508@gslingacademy.com,male,Cooking & Baking,FALSE,1,TRUE,27,Software Engineer,90,91,62,82,76,70,65,64,12,42,52,92,Visual,Arts
509,Paul,Hale,paul.hale.509@gslingacademy.com,male,Public Speaking & Debating,FALSE,5,FALSE,33,Construction Engineer,82,92,95,61,84,81,52,82,16,15,94,62,Reading/Writing,Arts
510,Dale,Martinez,dale.martinez.510@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,7,FALSE,25,Software Engineer,91,94,89,74,60,77,42,77,51,83,27,40,Auditory,Technology
511,Sandra,Prince,sandra.prince.511@gslingacademy.com,female,Sports,FALSE,0,FALSE,29,Lawyer,70,94,67,74,84,95,89,65,74,50,12,50,Auditory,Arts
512,Dawn,Poole,dawn.poole.512@gslingacademy.com,female,Volunteering & Social Work,FALSE,2,FALSE,13,Unknown,60,75,70,96,63,82,57,80,64,64,81,39,Kinesthetic,Medical
513,Emily,Jordan,emily.jordan.513@gslingacademy.com,female,Gaming,FALSE,3,FALSE,49,Doctor,85,96,99,94,95,92,76,95,60,14,88,52,Auditory,Medical
514,John,Owen,john.owen.514@gslingacademy.com,male,Acting & Theatre,FALSE,6,FALSE,34,Lawyer,82,85,72,69,63,99,37,68,42,78,87,74,Reading/Writing,Arts
515,Andrew,Best,andrew.best.515@gslingacademy.com,male,Writing & Blogging,TRUE,4,FALSE,28,Construction Engineer,83,79,92,69,85,71,28,95,27,60,13,20,Reading/Writing,Arts
516,Holly,Burns,holly.burns.516@gslingacademy.com,female,Acting & Theatre,FALSE,2,FALSE,44,Doctor,96,88,100,95,85,94,85,93,43,44,45,15,Kinesthetic,Arts
517,Alicia,Rodriguez,alicia.rodriguez.517@gslingacademy.com,female,Painting & Drawing,FALSE,1,FALSE,14,Software Engineer,85,87,78,72,91,88,69,93,47,27,75,42,Visual,Arts
518,Erin,Ray,erin.ray.518@gslingacademy.com,female,Sports,FALSE,4,FALSE,1,Real Estate Developer,95,61,84,98,63,66,26,80,20,23,98,13,Auditory,Medical
519,Todd,Griffith,todd.griffith.519@gslingacademy.com,male,Sports,FALSE,6,FALSE,22,Software Engineer,97,92,87,61,75,62,49,94,82,69,44,89,Reading/Writing,Technology
520,Melinda,Payne,melinda.payne.520@gslingacademy.com,female,Coding & Programming,FALSE,2,FALSE,11,Teacher,95,69,91,97,89,84,18,66,49,72,63,25,Reading/Writing,Medical
521,Cynthia,Williams,cynthia.williams.521@gslingacademy.com,female,Coding & Programming,FALSE,3,FALSE,2,Unknown,69,98,77,63,88,64,99,60,86,11,66,89,Reading/Writing,Arts
522,Jenny,Washington,jenny.washington.522@gslingacademy.com,female,Reading Books,FALSE,9,FALSE,3,Business Owner,84,55,65,62,56,91,74,81,41,15,79,40,Kinesthetic,Arts
523,Angela,Joyce,angela.joyce.523@gslingacademy.com,female,Dance,FALSE,5,FALSE,28,Banker,92,100,100,98,83,75,31,72,85,68,92,38,Auditory,Technology
524,William,Alvarado,william.alvarado.524@gslingacademy.com,male,Entrepreneurship & Startups,TRUE,2,FALSE,0,Business Owner,87,95,78,82,53,59,85,66,42,36,12,71,Reading/Writing,Arts
525,Michael,Mercer,michael.mercer.525@gslingacademy.com,male,Dance,FALSE,5,FALSE,22,Banker,97,87,90,70,96,75,83,93,20,13,30,50,Visual,Arts
526,Erin,Miller,erin.miller.526@gslingacademy.com,female,Reading Books,TRUE,8,FALSE,3,Business Owner,92,96,77,95,63,57,58,90,83,22,99,98,Visual,Arts
527,Robert,Heath,robert.heath.527@gslingacademy.com,male,Painting & Drawing,FALSE,2,FALSE,25,Unknown,72,91,68,79,98,71,87,89,74,97,33,84,Visual,Arts
528,Deborah,Rojas,deborah.rojas.528@gslingacademy.com,female,Traveling,FALSE,3,TRUE,1,Business Owner,50,55,96,72,55,50,90,64,57,23,85,37,Kinesthetic,Medical
529,Diana,Jones,diana.jones.529@gslingacademy.com,female,Reading Books,FALSE,7,FALSE,37,Doctor,97,96,93,94,91,96,49,87,53,87,99,69,Kinesthetic,Medical
530,Meredith,Clark,meredith.clark.530@gslingacademy.com,female,Gaming,FALSE,3,TRUE,28,Software Engineer,89,77,69,72,63,84,94,99,67,46,80,91,Visual,Technology
531,Christina,Garrett,christina.garrett.531@gslingacademy.com,female,Public Speaking & Debating,FALSE,3,FALSE,30,Scientist,77,76,90,95,94,99,65,94,50,79,45,56,Reading/Writing,Medical
532,Daniel,Jackson,daniel.jackson.532@gslingacademy.com,male,Music,FALSE,1,FALSE,19,Stock Investor,91,89,66,69,100,88,44,79,22,99,91,30,Auditory,Arts
533,Bradley,Robinson,bradley.robinson.533@gslingacademy.com,male,Writing & Blogging,TRUE,7,FALSE,2,Business Owner,64,92,70,81,85,55,87,76,75,59,99,52,Reading/Writing,Arts
534,Phyllis,Schneider,phyllis.schneider.534@gslingacademy.com,female,Entrepreneurship & Startups,TRUE,4,FALSE,26,Unknown,71,87,63,73,89,77,80,66,59,84,54,25,Auditory,Medical
535,Thomas,Clark,thomas.clark.535@gslingacademy.com,male,Photography,FALSE,10,TRUE,0,Business Owner,56,79,74,66,92,57,93,61,24,52,74,55,Visual,Medical
536,Gregory,Gonzalez,gregory.gonzalez.536@gslingacademy.com,male,Coding & Programming,FALSE,4,FALSE,5,Game Developer,87,70,98,64,65,78,81,83,21,98,45,17,Visual,Technology
537,Michelle,Roth,michelle.roth.537@gslingacademy.com,female,Dance,FALSE,0,FALSE,17,Software Engineer,99,69,85,91,77,88,58,75,72,98,23,96,Auditory,Technology
538,Christopher,Murphy,christopher.murphy.538@gslingacademy.com,male,Painting & Drawing,FALSE,2,FALSE,26,Lawyer,98,88,76,72,92,81,16,89,25,39,33,32,Visual,Medical
539,Mark,Davis,mark.davis.539@gslingacademy.com,male,Writing & Blogging,FALSE,2,FALSE,32,Unknown,87,83,74,61,81,72,13,98,35,46,51,66,Reading/Writing,Arts
540,Lauren,Harrington,lauren.harrington.540@gslingacademy.com,female,Reading Books,FALSE,6,TRUE,16,Software Engineer,88,96,90,92,68,97,40,73,92,28,84,59,Auditory,Technology
541,Michelle,Owens,michelle.owens.541@gslingacademy.com,female,Painting & Drawing,TRUE,8,FALSE,2,Business Owner,71,52,53,64,89,76,89,70,71,39,91,85,Reading/Writing,Medical
542,Scott,Weaver,scott.weaver.542@gslingacademy.com,male,Sports,FALSE,2,FALSE,35,Construction Engineer,96,90,91,95,99,95,34,99,62,46,92,39,Visual,Medical
543,Monica,Williams,monica.williams.543@gslingacademy.com,female,Dance,FALSE,0,FALSE,17,Accountant,81,95,99,65,56,79,47,98,64,30,85,10,Auditory,Arts
544,Kathryn,Hampton,kathryn.hampton.544@gslingacademy.com,female,Coding & Programming,FALSE,9,FALSE,3,Business Owner,94,92,63,84,79,66,35,96,90,25,81,22,Auditory,Technology
545,Christina,Shields,christina.shields.545@gslingacademy.com,female,Volunteering & Social Work,TRUE,3,FALSE,47,Doctor,94,87,98,90,92,88,48,100,30,16,41,74,Kinesthetic,Medical
546,Andrew,Thomas,andrew.thomas.546@gslingacademy.com,male,Volunteering & Social Work,FALSE,0,FALSE,29,Lawyer,98,87,75,63,85,88,41,75,50,82,54,54,Auditory,Arts
547,Holly,Sexton,holly.sexton.547@gslingacademy.com,female,Volunteering & Social Work,FALSE,10,FALSE,5,Business Owner,100,58,54,97,58,51,27,80,34,61,57,19,Auditory,Technology
548,Christopher,Peterson,christopher.peterson.548@gslingacademy.com,male,Writing & Blogging,FALSE,3,TRUE,12,Designer,66,89,65,99,84,84,47,86,32,96,23,98,Kinesthetic,Arts
549,Eric,Murray,eric.murray.549@gslingacademy.com,male,Cooking & Baking,FALSE,2,FALSE,35,Doctor,94,99,97,94,85,97,35,97,40,88,31,55,Visual,Arts
550,Kristina,Watson,kristina.watson.550@gslingacademy.com,female,Traveling,TRUE,0,FALSE,3,Game Developer,83,90,93,89,64,63,99,82,65,39,27,61,Kinesthetic,Technology
551,Greg,Martin,greg.martin.551@gslingacademy.com,male,Sports,TRUE,8,FALSE,2,Business Owner,92,54,50,88,90,91,15,95,53,45,34,72,Kinesthetic,Medical
552,Paul,Shaffer,paul.shaffer.552@gslingacademy.com,male,Traveling,FALSE,10,FALSE,35,Software Engineer,93,100,90,94,97,98,58,98,10,62,24,58,Reading/Writing,Medical
553,Alexander,Daniel,alexander.daniel.553@gslingacademy.com,male,Gaming,TRUE,1,FALSE,7,Government Officer,69,92,84,98,98,83,31,87,99,25,49,55,Reading/Writing,Medical
554,Carla,Davis,carla.davis.554@gslingacademy.com,female,Painting & Drawing,FALSE,4,FALSE,15,Software Engineer,94,71,63,73,66,90,39,91,25,55,25,30,Auditory,Arts
555,Chelsea,Clark,chelsea.clark.555@gslingacademy.com,female,Reading Books,FALSE,1,FALSE,3,Stock Investor,100,92,95,90,67,81,83,66,55,62,100,90,Auditory,Technology
556,Justin,Douglas,justin.douglas.556@gslingacademy.com,male,Traveling,FALSE,2,FALSE,35,Unknown,96,92,98,100,94,93,67,86,16,94,70,89,Kinesthetic,Medical
557,Charles,Reid,charles.reid.557@gslingacademy.com,male,Photography,FALSE,3,TRUE,28,Lawyer,76,87,99,69,89,93,62,85,63,22,100,21,Visual,Medical
558,Courtney,Moreno,courtney.moreno.558@gslingacademy.com,female,Gaming,FALSE,9,FALSE,4,Business Owner,77,62,94,65,77,77,20,95,61,82,52,94,Auditory,Technology
559,Justin,Mitchell,justin.mitchell.559@gslingacademy.com,male,Gaming,FALSE,1,TRUE,4,Artist,84,67,79,60,69,80,85,98,32,68,72,15,Visual,Technology
560,Bruce,Woods,bruce.woods.560@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,3,TRUE,16,Software Engineer,95,61,68,75,64,76,44,66,77,33,25,64,Kinesthetic,Technology
561,Christopher,Hines,christopher.hines.561@gslingacademy.com,male,Dance,FALSE,1,FALSE,26,Accountant,90,64,94,84,66,61,63,72,33,34,73,76,Auditory,Technology
562,Theodore,Williams,theodore.williams.562@gslingacademy.com,male,Photography,FALSE,3,FALSE,30,Unknown,96,89,73,75,99,89,11,71,60,42,34,94,Auditory,Medical
563,Jennifer,Valdez,jennifer.valdez.563@gslingacademy.com,female,Entrepreneurship & Startups,TRUE,6,FALSE,2,Business Owner,80,81,92,73,71,71,96,84,86,36,59,52,Visual,Technology
564,Alexandra,Day,alexandra.day.564@gslingacademy.com,female,Gaming,FALSE,2,FALSE,34,Software Engineer,87,83,75,73,92,91,59,71,77,63,56,59,Kinesthetic,Technology
565,John,Pacheco,john.pacheco.565@gslingacademy.com,male,Music,FALSE,10,FALSE,0,Business Owner,94,75,91,64,67,93,49,65,11,10,95,39,Visual,Arts
566,Sherry,Brown,sherry.brown.566@gslingacademy.com,female,Painting & Drawing,FALSE,10,TRUE,3,Artist,87,82,88,100,73,96,12,75,33,50,39,44,Visual,Medical
567,Douglas,Clark,douglas.clark.567@gslingacademy.com,male,Sports,FALSE,2,FALSE,30,Software Engineer,95,97,88,77,96,96,20,74,75,47,31,39,Visual,Medical
568,Alex,Farmer,alex.farmer.568@gslingacademy.com,male,Acting & Theatre,TRUE,3,TRUE,15,Construction Engineer,85,96,82,64,82,94,37,81,92,68,29,90,Visual,Arts
569,Brandon,Gonzales,brandon.gonzales.569@gslingacademy.com,male,Sports,FALSE,8,TRUE,1,Business Owner,67,65,77,72,94,88,59,77,50,15,79,70,Kinesthetic,Medical
570,Wayne,Trevino,wayne.trevino.570@gslingacademy.com,male,Photography,FALSE,3,TRUE,6,Government Officer,84,100,92,82,85,70,87,69,47,91,44,21,Auditory,Medical
571,Pamela,Horne,pamela.horne.571@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,7,TRUE,1,Game Developer,83,88,90,100,71,98,70,96,80,71,79,29,Kinesthetic,Arts
572,Michael,Schaefer,michael.schaefer.572@gslingacademy.com,male,Entrepreneurship & Startups,TRUE,9,TRUE,5,Business Owner,67,78,68,51,77,72,47,78,37,62,33,46,Reading/Writing,Arts
573,Carlos,Ramirez,carlos.ramirez.573@gslingacademy.com,male,Gaming,FALSE,1,FALSE,30,Banker,75,92,72,88,92,77,45,84,97,59,65,44,Visual,Technology
574,Antonio,Lucero,antonio.lucero.574@gslingacademy.com,male,Coding & Programming,FALSE,3,TRUE,8,Government Officer,67,76,70,73,81,85,23,80,95,65,62,33,Visual,Medical
575,Terry,Ashley,terry.ashley.575@gslingacademy.com,male,Writing & Blogging,TRUE,9,FALSE,5,Business Owner,67,54,51,72,75,60,69,88,30,97,47,31,Visual,Arts
576,Rita,Cochran,rita.cochran.576@gslingacademy.com,female,Music,FALSE,1,FALSE,5,Artist,72,91,78,97,86,93,26,77,93,31,65,27,Reading/Writing,Arts
577,Joseph,Gregory,joseph.gregory.577@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,4,FALSE,4,Government Officer,78,98,76,68,86,91,36,82,35,73,16,69,Kinesthetic,Arts
578,Alexandra,Robinson,alexandra.robinson.578@gslingacademy.com,female,Public Speaking & Debating,FALSE,1,FALSE,47,Doctor,85,87,92,96,92,90,55,88,59,33,72,11,Visual,Medical
579,Tina,Sparks,tina.sparks.579@gslingacademy.com,female,Writing & Blogging,FALSE,3,TRUE,16,Stock Investor,100,70,69,61,100,65,78,81,10,15,70,67,Kinesthetic,Arts
580,Christopher,Buchanan,christopher.buchanan.580@gslingacademy.com,male,Traveling,TRUE,5,FALSE,3,Business Owner,56,59,89,68,79,83,87,68,62,44,93,32,Kinesthetic,Medical
581,Christina,Guerrero,christina.guerrero.581@gslingacademy.com,female,Photography,FALSE,5,TRUE,32,Scientist,93,75,83,99,100,91,91,74,10,53,18,63,Kinesthetic,Medical
582,Jessica,Hutchinson,jessica.hutchinson.582@gslingacademy.com,female,Writing & Blogging,FALSE,2,FALSE,31,Banker,89,91,85,69,76,92,90,94,73,34,26,19,Auditory,Arts
583,Tyler,Carrillo,tyler.carrillo.583@gslingacademy.com,male,Volunteering & Social Work,FALSE,3,FALSE,6,Real Estate Developer,59,88,74,92,72,97,31,64,57,95,61,46,Kinesthetic,Medical
584,Lindsay,Brady,lindsay.brady.584@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,3,FALSE,16,Unknown,99,70,74,65,99,74,29,62,100,65,69,59,Kinesthetic,Technology
585,Gary,Rivera,gary.rivera.585@gslingacademy.com,male,Photography,FALSE,6,FALSE,34,Lawyer,89,89,85,74,78,87,86,82,99,42,14,97,Reading/Writing,Technology
586,Luke,Moore,luke.moore.586@gslingacademy.com,male,Sports,FALSE,3,FALSE,26,Software Engineer,86,63,78,78,80,67,12,97,67,14,13,46,Auditory,Technology
587,Tanya,Green,tanya.green.587@gslingacademy.com,female,Coding & Programming,FALSE,6,FALSE,21,Banker,79,65,91,65,61,88,46,95,59,28,58,92,Kinesthetic,Arts
588,Bryan,Lee,bryan.lee.588@gslingacademy.com,male,Photography,FALSE,3,FALSE,46,Doctor,96,89,91,90,90,91,20,99,59,71,95,60,Visual,Medical
589,Melanie,Bridges,melanie.bridges.589@gslingacademy.com,female,Sports,FALSE,6,FALSE,48,Doctor,95,90,85,90,96,89,77,96,87,23,34,49,Visual,Medical
590,Eric,Bowers,eric.bowers.590@gslingacademy.com,male,Painting & Drawing,TRUE,1,FALSE,46,Doctor,96,85,90,95,100,96,100,88,21,66,100,27,Auditory,Medical
591,Meredith,Reed,meredith.reed.591@gslingacademy.com,female,Entrepreneurship & Startups,TRUE,3,FALSE,28,Unknown,95,80,64,97,85,94,74,60,14,81,49,67,Visual,Medical
592,David,Brown,david.brown.592@gslingacademy.com,male,Sports,TRUE,4,FALSE,2,Unknown,80,62,84,95,71,85,23,87,93,82,19,86,Visual,Technology
593,William,Johns,william.johns.593@gslingacademy.com,male,Entrepreneurship & Startups,TRUE,0,FALSE,32,Stock Investor,86,70,73,85,67,91,20,98,79,83,88,49,Auditory,Technology
594,Eric,Patton,eric.patton.594@gslingacademy.com,male,Traveling,TRUE,10,FALSE,5,Business Owner,42,95,99,61,62,77,72,99,51,48,71,40,Auditory,Arts
595,Wendy,Warner,wendy.warner.595@gslingacademy.com,female,Gaming,FALSE,4,FALSE,31,Lawyer,80,93,93,94,81,81,61,78,59,40,69,28,Visual,Technology
596,Timothy,Powell,timothy.powell.596@gslingacademy.com,male,Painting & Drawing,FALSE,4,TRUE,1,Artist,79,97,100,94,65,62,27,76,14,98,67,77,Auditory,Arts
597,Victoria,Thompson,victoria.thompson.597@gslingacademy.com,female,Cooking & Baking,TRUE,9,TRUE,4,Business Owner,43,63,91,67,74,71,27,88,69,86,84,33,Auditory,Medical
598,Jeremy,Brown,jeremy.brown.598@gslingacademy.com,male,Acting & Theatre,FALSE,2,TRUE,8,Real Estate Developer,58,84,95,66,99,91,79,70,89,27,53,73,Visual,Arts
599,Barbara,Schneider,barbara.schneider.599@gslingacademy.com,female,Traveling,FALSE,3,TRUE,23,Accountant,86,73,83,93,46,91,13,70,69,89,54,13,Visual,Technology
600,Lindsay,Morales,lindsay.morales.600@gslingacademy.com,female,Reading Books,FALSE,1,FALSE,23,Doctor,96,91,97,84,89,82,54,75,33,85,93,11,Reading/Writing,Medical
601,Gary,Patel,gary.patel.601@gslingacademy.com,male,Gaming,FALSE,1,FALSE,28,Lawyer,91,88,98,89,75,91,72,92,87,76,28,97,Auditory,Technology
602,Michelle,Ortiz,michelle.ortiz.602@gslingacademy.com,female,Photography,FALSE,1,FALSE,7,Unknown,85,62,77,62,80,88,75,83,61,97,59,27,Visual,Technology
603,Susan,Lynch,susan.lynch.603@gslingacademy.com,female,Volunteering & Social Work,FALSE,0,FALSE,5,Artist,87,91,93,92,97,95,70,99,31,43,72,21,Auditory,Medical
604,Tammy,Hernandez,tammy.hernandez.604@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,2,FALSE,4,Unknown,60,91,85,67,98,61,72,64,18,67,16,18,Visual,Medical
605,Jennifer,Guerra,jennifer.guerra.605@gslingacademy.com,female,Gaming,FALSE,2,FALSE,26,Unknown,76,85,67,60,100,63,71,64,34,47,76,71,Visual,Medical
606,Kelly,Schwartz,kelly.schwartz.606@gslingacademy.com,female,Dance,FALSE,4,TRUE,33,Lawyer,84,89,74,79,86,93,58,95,13,65,83,65,Visual,Arts
607,Brittany,Orozco,brittany.orozco.607@gslingacademy.com,female,Sports,FALSE,4,TRUE,34,Lawyer,87,94,74,84,77,82,67,85,51,98,26,40,Reading/Writing,Arts
608,Samantha,Alvarado,samantha.alvarado.608@gslingacademy.com,female,Acting & Theatre,TRUE,4,FALSE,16,Accountant,82,79,64,75,93,82,37,60,53,42,14,67,Visual,Arts
609,Christopher,Anderson,christopher.anderson.609@gslingacademy.com,male,Acting & Theatre,FALSE,4,FALSE,3,Business Owner,64,61,73,70,87,75,86,100,42,56,75,29,Reading/Writing,Arts
610,William,Smith,william.smith.610@gslingacademy.com,male,Writing & Blogging,FALSE,3,FALSE,25,Lawyer,77,80,88,84,84,92,97,82,64,75,63,27,Kinesthetic,Arts
611,Courtney,Patterson,courtney.patterson.611@gslingacademy.com,female,Music,FALSE,0,FALSE,4,Stock Investor,86,82,90,69,66,93,67,94,72,55,70,33,Kinesthetic,Arts
612,Kevin,Hess,kevin.hess.612@gslingacademy.com,male,Coding & Programming,FALSE,0,FALSE,4,Real Estate Developer,81,84,76,88,84,89,77,87,27,61,81,73,Reading/Writing,Arts
613,Melissa,Higgins,melissa.higgins.613@gslingacademy.com,female,Reading Books,FALSE,3,FALSE,21,Software Engineer,91,90,92,78,67,86,72,71,72,51,88,17,Kinesthetic,Technology
614,Elizabeth,Chavez,elizabeth.chavez.614@gslingacademy.com,female,Reading Books,FALSE,7,FALSE,4,Business Owner,72,99,61,67,95,98,50,89,71,53,12,36,Reading/Writing,Arts
615,Mary,Taylor,mary.taylor.615@gslingacademy.com,female,Traveling,FALSE,3,FALSE,24,Writer,80,70,80,96,72,99,46,65,53,78,75,95,Reading/Writing,Medical
